courseType,courseName,subject,academyName,city,startDate,endDate,eduCost,regDeadline,courseLanguages,levelGerman,levelEnglish,courseBeginning,typeCourseDate,costPosition,tuitionFees,isElearning,preparationForDegree,prepForSubjectGroups,applicationDeadline,onlinePossible,badgeLabel,financialSupport,structuredResearch,supportInternationalStudents,typeOfElearning,courseLink
1,Bachelor of Science in Business Administration and Economics,Business and Economics,University of Passau,Passau,[],[],[],[],['German'],,,Winter semester,,,none,False,,,"<p>The application round starts in early April. As the application deadlines can change on short notice, we ask that you check <a href=""http://www.uni-passau.de/en/apply/?pk_campaign=DAADIPG"">our application pages</a> closer to the time for the specific dates (and what documents you need to submit).</p>",False,,,,['Welcome event | Buddy programme | Accompanying programme | Specialist counselling | Cultural and linguistic preparation'],[],/deutschland/studienangebote/international-programmes/en/detail/7076/
1,Bachelor of Science in Chemistry and Biotechnology,Chemistry,Constructor University,Bremen,[],[],[],[],['English'],,,Winter semester,,,"10,000",False,,,"<p>To be considered for admission to an undergraduate programme, you need to apply by the following deadlines:</p>

<ul>
	<li>Early decision: application due by 1 November</li>
	<li>Early action I: application due by 1 December</li>
	<li>Early action II: application due by 1 February</li>
</ul>

<p>Rolling admission:</p>

<ul>
	<li>Application due by 1 June for international students (who require a visa to enter and study in Germany)</li>
	<li>Application due by 20 July for EU/EEA citizens and citizens who do not require a visa</li>
</ul>

<p>For more information, please check our website: <a href=""https://constructor.university/admission-aid/application-information-undergraduate"">https://constructor.university/admission-aid/application-information-undergraduate</a></p>",False,,,,['Welcome event | Specialist counselling | Cultural and linguistic preparation | Help with finding accommodation'],[],/deutschland/studienangebote/international-programmes/en/detail/3660/
1,Bachelor of Science in Computer Science,Computer Science,Constructor University,Bremen,[],[],[],[],['English'],,,Winter semester,,,"10,000",False,,,"<p>To be considered for admission to an undergraduate programme, you need to apply by the following deadlines:</p>

<ul>
	<li>Early decision: application due by 1 November</li>
	<li>Early action I: application due by 1 December</li>
	<li>Early action II: application due by 1 February</li>
</ul>

<p>Rolling admission:</p>

<ul>
	<li>Application due by 1 June for international students (who require a visa to enter and study in Germany)</li>
	<li>Application due by 20 July for EU/EEA citizens and citizens who do not require a visa</li>
</ul>

<p>For more information, please check our website: <a href=""https://constructor.university/admission-aid/application-information-undergraduate"">https://constructor.university/admission-aid/application-information-undergraduate</a></p>",False,,,,['Welcome event | Specialist counselling | Cultural and linguistic preparation | Help with finding accommodation'],[],/deutschland/studienangebote/international-programmes/en/detail/3663/
1,Bachelor of Science in Computer Science and Software Engineering,Computer Science,Constructor University,Bremen,[],[],[],[],['English'],,,Winter semester,,,,False,,,<p>1 June</p>,True,Fully online,,,['Welcome event | Specialist counselling | Cultural and linguistic preparation | Help with finding accommodation'],['9'],/deutschland/studienangebote/international-programmes/en/detail/8430/
1,Bachelor of Science in Digital Transformation in Business and Society,"Law, Economics and Social Sciences in general",University of Passau,Passau,[],[],[],[],"['German', 'English']",,,Winter semester,,,none,False,,,"<p>For the October intake, the application round starts in early April. As the application deadlines can change on short notice, we ask that you check <a href=""http://www.uni-passau.de/en/apply/?pk_campaign=DAADIPG"">our application pages</a> closer to the time for the specific dates (and what documents you need to submit).</p>",False,,,,['Welcome event | Buddy programme | Tutors | Accompanying programme | Cultural and linguistic preparation'],[],/deutschland/studienangebote/international-programmes/en/detail/7794/
1,Bachelor of Science in Earth Sciences and Sustainable Management of Environmental Resources (ESSMER),Earth Sciences (excluding Geography),Constructor University,Bremen,[],[],[],[],['English'],,,Winter semester,,,"10,000",False,,,"<p>To be considered for admission to an undergraduate programme, you need to apply by the following deadlines:</p>

<ul>
	<li>Early decision: application due by 1 November</li>
	<li>Early action I: application due by 1 December</li>
	<li>Early action II: application due by 1 February</li>
</ul>

<p>Rolling admission:</p>

<ul>
	<li>Application due by 1 June for international students (who require a visa to enter and study in Germany)</li>
	<li>Application due by 20 July for EU/EEA citizens and citizens who do not require a visa</li>
</ul>

<p>For more information, please check our website: <a href=""https://constructor.university/admission-aid/application-information-undergraduate"">https://constructor.university/admission-aid/application-information-undergraduate</a></p>",False,,,,['Welcome event | Specialist counselling | Cultural and linguistic preparation | Help with finding accommodation'],[],/deutschland/studienangebote/international-programmes/en/detail/3616/
1,Bachelor of Science in Electrical and Computer Engineering,Electrical Engineering,Constructor University,Bremen,[],[],[],[],['English'],,,Winter semester,,,"10,000",False,,,"<p>To be considered for admission to an undergraduate programme, you need to apply by the following deadlines:</p>

<ul>
	<li>Early decision: application due by 1 November</li>
	<li>Early action I: application due by 1 December</li>
	<li>Early action II: application due by 1 February</li>
</ul>

<p>Rolling admission:</p>

<ul>
	<li>Application due by 1 June for international students (who require a visa to enter and study in Germany)</li>
	<li>Application due by 20 July for EU/EEA citizens and citizens who do not require a visa</li>
</ul>

<p>For more information, please check our website: <a href=""https://constructor.university/admission-aid/application-information-undergraduate"">https://constructor.university/admission-aid/application-information-undergraduate</a></p>",False,,,,['Welcome event | Specialist counselling | Cultural and linguistic preparation | Help with finding accommodation'],[],/deutschland/studienangebote/international-programmes/en/detail/3664/
1,Bachelor of Science in Industrial Engineering & Management,Industrial Engineering,Constructor University,Bremen,[],[],[],[],['English'],,,Winter semester,,,"10,000",False,,,"<p>To be considered for admission to an undergraduate programme, you need to apply by the following deadlines:</p>

<ul>
	<li>Early decision: application due by 1 November</li>
	<li>Early action I: application due by 1 December</li>
	<li>Early action II: application due by 1 February</li>
</ul>

<p>Rolling admission:</p>

<ul>
	<li>Application due by 1 June for international students (who require a visa to enter and study in Germany)</li>
	<li>Application due by 20 July for EU/EEA citizens and citizens who do not require a visa</li>
</ul>

<p>For more information, please check our website:&nbsp;<a href=""https://constructor.university/programs/undergraduate-education/industrial-engineering-management"">https://constructor.university/programs/undergraduate-education/industrial-engineering-management</a></p>",False,,,,['Welcome event | Specialist counselling | Cultural and linguistic preparation | Help with finding accommodation'],[],/deutschland/studienangebote/international-programmes/en/detail/3898/
1,Bachelor of Science in Integrated Social and Cognitive Psychology,Psychology,Constructor University,Bremen,[],[],[],[],['English'],,,Winter semester,,,"10,000",False,,,"<p>To be considered for admission to an undergraduate programme, you need to apply by the following deadlines:</p>

<ul>
	<li>Early decision: application due by 1 November</li>
	<li>Early action I: application due by 1 December</li>
	<li>Early action II: application due by 1 February</li>
</ul>

<p>Rolling admission:</p>

<ul>
	<li>Application due by 1 June for international students (who require a visa to enter and study in Germany)</li>
	<li>Application due by 20 July for EU/EEA citizens and citizens who do not require a visa</li>
</ul>

<p>For more information, please check our website.</p>",False,,,,['Welcome event | Specialist counselling | Cultural and linguistic preparation | Help with finding accommodation'],[],/deutschland/studienangebote/international-programmes/en/detail/3593/
1,Bachelor of Science in International Engineering (IEB),Industrial Engineering,Furtwangen University,Villingen-Schwenningen,[],[],[],[],"['German', 'English', 'Chinese', 'French', 'Spanish']",,,Winter semester,,,"1,500",False,,,"<p>The application deadline is 15 July. If there are still places available after the deadline, applications can normally be submitted until the start of lectures.<br />
International (non-EU) applicants must apply no later than 1 May for the winter semester.</p>",False,,,,['Buddy programme'],[],/deutschland/studienangebote/international-programmes/en/detail/4203/
1,Bachelor of Science in International Wine Business,"Agriculture, Food and Beverage Technology",Hochschule Geisenheim University,Geisenheim,[],[],[],[],['English'],,,Winter semester,,,none,False,,,<p>Students with foreign school leaving qualifications: 1 September</p>,False,,,,['Welcome event | Buddy programme | Specialist counselling | Cultural and linguistic preparation | Visa matters'],[],/deutschland/studienangebote/international-programmes/en/detail/8448/
